영화명,감독,개봉일자,전국 스크린수,전국 총 매출,전국 관람객,서울 총 매출,서울 관람객,장르,등급,영화코드,영화배우목록,actor1,actor2,actor3,actor4,actor5,value1,value2,value3,value4,value5
증인,이한,2019-2-13,1047,20312348931,2516128,4478036341,547326,드라마,12세이상관람가,20185881,정우성 김향기 이규형 염혜란 장영남 정원중 김종수 박근형 송윤아 이준혁 이레 김승욱 오재세 이채은 이서준 이서환 강민지 강지현 박세정 권혁준 김경훈 박재환 박주은 박준호 박찬영 송우용 김미진 안성봉 신치영 신혜정 김범석 오창경 김소연 김수경 이준형 장효석 김정연 김호연 조성재 김홍식 최은영 최종률 정도원 정명훈 조한나 이승헌 강은수 고민지 곽나현 권정은 김규인 김난영 표예리 김바비 이동훈 김학선 이영아 김승윤 이민정 조복휘 김인규 김준원 정승욱 도현 김형묵 정영록 남혜진 김태현 정우성 문승배 정경현 이은샘 채치웅 윤정환 박미정 이종익 최문익 심은정 이석환 박윤근 박은우 엄주원 박창화 배내희 손제형 추귀정 염지영 장부익 장선아 서광재 한윤지 한재경 이슬이,정우성,김향기,이규형,염혜란,장영남,,,,,
사바하,장재현,2019-2-20,1174,20002183194,2397792,5593443364,654182,미스터리,15세이상관람가,20177539,이정재 박정민 이재인 유지태 정진영 진선규 이다윗 배해선 차래형 황정민 김근영 윤경호 지승현 이항나 정동환 문창길 오윤홍 문숙 강나영 김두은 김유린 김지후 조수지 신보경 정병두 이재순 배선엽 곽영신 유승희 장지민 정혜은 강우진 윤창희 김근우 이치민 하승협 권해성 손병우 박상현 김찬빈 한유한 이월진 박재만 박영래 이광석 한형주 류현주 손연서 유선이 강민재 남도현 강성철 강지현 류경인 권귀빈 박수미 권오준 민설애 김가은 김금순 박종범 설시연 박지윤 박지환 박진영 박훈 김명희 백승철 신유진 안성진 안현빈 김범수 오누리 노유림 옥영진 옥주리 김소숙 강민지 임현주 이상우 정재은 임효진 김현정 이주실 허다정 이준구 정한호 장영애 권태호 김홍파 김정훈 조한준 이문석 이수정 김승현 황인준 정미경 조한아름 이건창 김지수 진선규 정서인 차순배 권해성 이대현 김진옥 표성수 표예리 한다경 이한울 이한울 김태윤 이은주 김유나 이재진 장희욱 박지윤 박규범,이정재,박정민,이재인,유지태,정진영,,,,,
남산의 부장들,우민호,2020-1-22,1659,41223596650,4750104,9851448590,1113402,드라마,15세이상관람가,20180939,이병헌 이성민 곽도원 이희준 김소진 김승훈 박성근 서현우 지현준 박지일 이태형 주석태 이도국 김민상 이양희 정미형 조혜주 김명선 이하영 전우재 손병욱 최우준 염석무 박현우 김태훈 최재훈 조영규 이수광 박기만 엄지만 천명재 김낙균 천재홍 김지나 이태호 정종우 윤기창 손인용 박소윤 이영용 김성철 장은채 유정호 정문용 신하준 이승진 제리 렉터 오진석 남승화 유대식 장의돈 구윤회 양재훈 김동환 이광식 김병남 오대환 이충훈 이병관 김지성 박하균 이상철 김홍파 김용우 정원석,이병헌,이성민,곽도원,이희준,김소진,,,,,
다만 악에서 구하소서,홍원찬,2020-8-5,1998,38554527990,4352669,8906277620,984042,범죄,15세이상관람가,20197922,황정민 이정재 박정민 박소이 최희서 송영창 이서환 박명훈 오대환 심영은 김성곤 최정화 이태검 정우영 지현준 박재홍 최상재 김도연 정택호 문정수 김민식 송유현 임성재 권찬민 황인성 소준일 최상재 최병모,황정민,이정재,박정민,박소이,최희서,,,,,
반도,연상호,2020-7-15,2575,33071341280,3812080,8005831840,895163,액션,15세이상관람가,20193450,강동원 이정현 권해효 김민재 구교환 김도윤 이레 이예원 김규백 황영희 장소연 문우진 차시원 박종범 김태준 이승진 안현빈 고동형 오진호 박성현 윤영균 오문강 유동균 김민송 김시호 박세준 김철윤 강전영 신희철 조용환 손윤환 조석인 김희수 김성호 이세랑 김세동 채우식 황윤호 김정승 이한 김평조 장나라 박범석 허승 김원훈 최세인 조전범 이조풍 미석 장격수 유성주 박충환 원진호 용재화 김이연 김희 선우 이태경 황필성 장락천 한성수 김윤도 박종범 박수찬 김단비 고나영 박찰리 이한 김만호 황윤호 김한솔 정현옥 윤상원 성백인 박시연 배윤민 최성식 남상우 권용덕 하길현 이보영 문바롬 김진욱 이단 이태환 안재원 전아희 지성은 이재우 김현우 명승훈 김민환 김빛나래 민정은 조현수 현직 김평조 한철훈 노재훈 김정승 김온림 김희진 강춘성 유성재 김태환 유재연 이유진 김오복 김은해 이승진 이도헌 전한승 강준석 공민규 김기태 김통령 김찬욱 김승완 배성민 소윤호 오재세 오현근 임지한 진근호 최정현 곽한훈 한시원 김영조 김왕도 박은철 이웅규 정승욱 김성호 김예원,강동원,이정현,권해효,김민재,구교환,,,,,
히트맨,최원섭,2020-1-22,1122,20614278000,2406232,4072414720,472840,코미디,15세이상관람가,20192101,권상우 정준호 황우슬혜 이이경 이지원 허성태 조운 허동원 이준혁 이중옥 안성봉 주서은 권유준 이상이 오자훈 배민준 박경근 손성찬 문정대 이건구 하경민 김사란 신수오 조셉 손태양 채인우 김건 서성균 박가은 안보라 권반석 황태희 김원영 변동욱 강현우 정수용 심상윤 이윤규 신희정 윤동주 심홍섭 배재성 장필상 박지해 나승준 손지민 이한종 아우 티투 솔루키 문정수 김원중 김흥태 김관영 김대근 우광제 이왕수 남승화 이창섭 이금용 임효우 박현선 주창욱 문형돈 원우 최재현 올렉 오스트로스키 디미트리 키에르베 서정훈 신기원 박예찬 임효진 설윤지 강영준 옥주리 김풍 황병국 김미희 한철우 이상원 김길동 배진웅 김성준 이승아 김나은 히트맨 박상연 김종석 이동혁 이승민 이건우 최준혁 박도영 양정두 유재근 김민성 김재명 김동현 도현 이건 최지민 안영주 윤준호 이동욱 박창희 노희중 최지혜 유지연 박두식 이재남 박성진 이상진,권상우,정준호,황우슬혜,이이경,이지원,,,,,
#살아있다,조일형,2020-6-24,1882,15965329900,1903703,3885303840,476332,드라마,15세이상관람가,20193069,유아인 박신혜 전배수 고나영 권용채 김경태 김다영 김단비 김라희 김미래 김미래 김윤도 김학선 김현우 김훈만 나경철 나경철 노정미 박수찬 박윤호 박재현 박철민 박철민 소회정 손경원 신연우 심소연 양말복 양수진 연재흠 연제이 염정연 예효승 오혜원 유연 윤예나 은 한 최계형 최다인 이규호 이동규 이승진 이승창 한상균 한성수 이유진 이재영 이재영 황윤호 이채경 이현욱 이회원 임우찬 임은지 주보비 진소연 장의돈 장지건 전배수 전운종 정세미 정영도 강현구 조한준,유아인,박신혜,전배수,고나영,권용채,,,,,
담보,강대규,2020-9-29,1342,14749476550,1719592,2689563450,305919,드라마,12세이상관람가,20199816,성동일 하지원 김희원 박소이 나문희 김윤진 김재화 홍승희 유태오 유성주 정인기 진유영 이재용 박현숙 유순웅 차청화 장명갑 김민주 김해용 김병철 윤종구 이상화 이도엽 이필라 한복희 박시완 박경환 임세현 노은하 신나리 서성광 문성환 이상협 박은영 김서현 윤태웅 이샘 강재은 강민지 신동훈 김양성 송율희 권현희 이태형 이은주 문성복 이문빈 신민경 김봉성 김다연 천현우 김인이 문원주 김봉수 최미라 김규도 오세현 정원 유현수 정태인 박현수 곡여병 유성현 현정애 장호문 한승윤 차건 김수현 배서희 양세연 박예서 박지민 오정원 박소현 오나예 김예원 박지성 정세한 하지원 정주용 김가령 최수아 양예슬 권채민 서수빈 이정봉 송혜령 김민지 지선 정민경 천윤진 배근하 오연지 박재홍 이상협 이동진,성동일,하지원,김희원,박소이,나문희,,,,,
강철비2: 정상회담,양우석,2020-7-29,2137,14655366110,1790797,3474597010,441770,드라마,15세이상관람가,20196271,정우성 유연석 곽도원 앵거스 맥페이든 신정근 류수영 염정아 김용림 김명곤 장광 이재용 안내상 손종학 하쿠류 크리스틴 달튼 스콧 로웰 서동갑 김승태 정진각 유성주 김중희 김중기 신수연 심희섭 손승범 전운종 김호준 최원 서지원 조유신 김재일 이승찬 권혁성 이태형 최민철 박성현 최재훈 박윤석 이수련 고윤 이남희 전영미 공대유 서지원 현대철 최희진 김다영 김진욱 조민국 조의진 고현철 김세윤 김연 이동호 위민국 하진철 이재영 박범기 박범석 권동원 지웅배 김평조 류한선 이민수 김한 이충배 신훈희 한상균 임평순 김진숙 김우진 이육헌 이지혁 조성재 송채린 권훈 김영조 오재세 남찬규 양욱 김상화 류근식 김왕도 홍인아 강지훈 김선홍 장나라 김시원 한민희 이덕건 이순풍 김상욱 김우택 김용우 정상균 구본혁 최민혁 김민호 최나린 문근식 김용우 최병문 권관옥 박경준 한동균 백승환 최현종 홍경훈 유현식 김탁 이진희 홍현종 최기상 육효명 이정철 양영일 김지한 이규연 고재운 표성균 정승기 유재상 임재혁 문지완 최승혁 강민규 백남해 전병도 김종표 추태균 안영진 이선희 안승현 손인숙 이승미 김애란 김철웅 박문희 박현옥 안찬성 이미경 박천호 정석희 한옥순 유영숙 한재완 박미숙 조혜경 이원 김도현 김도빈 전지호 문장택 이용기 인승주 임정빈 박주현 최민서 박민혁 김영욱 김진우 이종현 이상직 윤정도 김상우 송승표 신민규 김성우 고태관 박종훈 허인홍 경성현 최현채 김태준 조우진 유현주 김규민 정세미 고해성 강태식 박소라 이동규 신동호,정우성,유연석,곽도원,앵거스,맥페이든,,,,,
삼진그룹 영어토익반,이종필,2020-10-21,1615,13985885870,1571774,3946153940,444282,드라마,12세이상관람가,20197121,고아성 이솜 박혜수 김예지 백현진 조현철 김종수 김원해 배해선 데이비드 맥기니스 이성욱 김희상 김희상 한재이 이주미,고아성,이솜,박혜수,김예지,백현진,,,,,
도굴,박정배,2020-11-4,1635,13947969670,1543813,3235832320,355865,범죄,12세이상관람가,20192193,이제훈 조우진 신혜선 임원희 박세완 허성태,이제훈,조우진,신혜선,임원희,박세완,,,,,
정직한 후보,장유정,2020-2-12,1187,12765456530,1525718,2843152830,331403,코미디,12세이상관람가,20193321,라미란 김무열 나문희 윤경호 장동주 송영창 온주완 조한철 손종학 조수향 윤세아 김용림 박성준 임영우 안세호 김나윤 고규필 이도엽 양나영 주민찬 김봉만 우미화 박성준 이동희 전진오 강숙 박정표 김원영 이애린 박예슬 박예슬 홍승균 안진영 한동호 조윤지 유이준 안재현 신지우 정용실 김희수 박재범 정소용 강충훈 김현진 이동원 이하늘 이대겸 정경현 김광태 김호준 양찬주 손성찬 김비비 김하나 이은율 신현아 박시윤 유성재 홍의정 옥주리 황연희 정일화 박소윤 김혜주 성현미 노덕이 이옥봉 이덕건 강종성 장건범 남정현 김양희 김은지 박소연 이덕재 김가윤 김영우 노을 박정윤 이윤석 이제용 한유리 김규리 김민영 김민종 김보라 김재훈 나인석 박승민 박주홍 방선혜 신창욱 안현석 양예원 이건민 이재혁 이정구 이지은 이지은 전하림 정열 한준용 이현송 김형균 허철주 허철주 송하균 송하균 송하균 류승무 조주한 문규민 안흥성 박지현 이서율 황인준 신은영 김동욱 김근영 강수호 김한상 장현정 유현정 이성훈 최기상 이종철 김남욱 윤서정 안진현 박윤영 김동희 이서율 이규현 류인아 김주아 김정문 김민지 오만석 김근영 신나리,라미란,김무열,나문희,윤경호,장동주,,,,,
오케이 마담,이철하,2020-8-12,1288,10979887910,1228685,2163208200,238179,코미디,15세이상관람가,20199883,엄정화 박성웅 이상윤 배정남 이선빈 정수빈 유하준 박지일 김법래 주석태 조성희 유수정 최진호 김병옥 김혜은 전수경 박소리 임현성 이시원 송치훈 이정현 윤병희 곽진석 김한종 박태산 진모 김규백 강민순 김성종 주창욱 김미화 류혜린 배소영 이유안 천지유 배진아 이가경 김대우 박종환 곽민석 윤지온 양현민 정재민 어성욱 허승 이재혁 노승윤 전현숙 김인숙 정미경 김민체 고봉주 류대식 최영도 윤대열 이명로 우연화 배기림 홍기주 오시은 민채은 김태린 전운종 윤동주 우시헌 이태준 김태응 김진혁 김미라 유준혁 나종기 조은혜 김수호 이찬희 황재필 이종성 박경관 정우영 김도아 한아름 강병욱 윤소담 한희림 고재운 김남길 정만식 김종수,엄정화,박성웅,이상윤,배정남,이선빈,,,,,
클로젯,김광빈,2020-2-5,1197,10920792280,1264970,2555663920,286754,미스터리,15세이상관람가,20182447,하정우 김남길 허율 이도국 이양희 김시아 신현빈 김수진 박지아 임현성 강신철 박성웅 하정우 김남길 김시아,하정우,김남길,허율,이도국,이양희,,,,,
해치지않아,손재곤,2020-1-15,1216,10154099090,1209689,2304920440,262944,코미디,12세이상관람가,20183002,안재홍 강소라 박영규 김성오 전여빈 박혁권 장승조 문동혁 한예리 서현우 박형수 김흥래 김수진 윤대열 이현욱 오재균 조민경 손경원 김경민 안성봉 송수영 윤재인 한사명 전운종 양말복 김비비 김그림 박윤호 김현 박기륭 이정민 윤우중 정원형 장원형 송유현 조은유 임새라 주부진 손희순 남정희 김남순 권범택 원근희 손영희 김정현 이다영 박중금 양현진 박소영 조혜선 경규민 이다인 장정우 이경민 김규희 박보은 이하영 서은솔 송지우 양희원 김하연 김태연 박시윤 윤성우 진현광 배은우 최찬호 설창희 변상윤 박영빈 유은조 김경로 오석철 고민지 최정현 배진호 이윤상 유정호 노수산나 김기천 이가경 남윤서 정지훈 연제이 한세라 이앨리 박수아 나승현 권혜진 추경원 이언정 김도희 김서영 김흥래 김흥래 조한준 김태희 이형원 윤상돈 이옥희 김용각 김향배 손지영 염재민 이종현,안재홍,강소라,박영규,김성오,전여빈,,,,,
결백,박상현,2020-6-10,1112,7858099340,893855,1911700700,217456,드라마,15세이상관람가,20183813,신혜선 배종옥 허준호 태항호 홍경 고창석 박철민 김수현 차순배 정인겸 최홍일 김중희 한이진 김도윤 신철진 김정팔 하성광 김현아 주석제 윤가현 한철우 곽자형 신현용 신원우 김정현 하윤서 김재철 이동규 숭의열 권혁훈 성규찬 김진욱 성열석 김상욱 고병택 고병택 길창규 정애화 황도윤 조민준 이지우 박시윤 헨니 사비니지 홍은진 김덕주 이민섭 이민섭 김동현 박성훈 김미준 이소윤 임마리아 노형원 이한종 김지성 신문성 조민정 신혜정 남상우 이원상 한우열 노준표 정한빈 서정원 김예진 조원준 김경태 윤민 이광섭 하승연 이재현 전정일 이상철 허성우 김가은 황재필 노태현 신정식 고경옥 이진희 이솔 방예슬 권지희 정시후 신재영 김정 노영애 오영욱 이장숙 홍현종 정세영 정승균 정승균 황영수 김지한 고재운 김석훈 박성근 배해선 박진영 김영재 원우,신혜선,배종옥,허준호,태항호,홍경,,,,,
지푸라기라도 잡고 싶은 짐승들,김용훈,2020-2-19,996,5442138750,626815,1631018560,185951,스릴러,청소년관람불가,20180962,전도연 정우성 배성우 윤여정 정만식 진경 신현빈 김준한 정가람 박지환 허동원 배진웅 장의돈 권혁범 윤태수 이이담 성도현 이상경 임호준 엄태옥 홍성덕 정재훈 성승택 김나래 박예림 구인정 정도영 조재완 김진만 심소영 김대한 손현준 황현 하재열 선율우 황인보 김정한 강성호 박정민 장의돈 홍택근 윤서정 오기환 정선우 김현임 황인성 박현준 이요섭 정대웅 이순화 현정애 김정남 유인혜 정지영 김희주 윤태수 오혜림 박세라 이예린,전도연,정우성,배성우,윤여정,정만식,,,,,
모가디슈,류승완,2021-7-28,1688,34558280730,3613981,8498347010,887264,액션,15세이상관람가,20204117,김윤석 조인성 허준호 구교환 김소진 정만식 김재화 박경혜 박명신 한철우 주보비 안세호 이진희 최경훈 이화정 정병두 이나연 김동화 윤경호 장지후 유연석 강승수 임희라 김우영 남태규 배정환 이성환 태상호 김도훈 김동식 김원준 민대웅 정재훈 최정욱 한규석 윤대원 김서희 박지영 이종진 최유정 박정 조상원 전상원 김경희 김재훈 이용희 황창기 이희경 이금빈 조순연,김윤석,조인성,허준호,구교환,김소진,,,,,
싱크홀,김지훈,2021-8-11,1603,21395652690,2195683,3909551320,395724,코미디,12세이상관람가,20196270,차승원 김성균 이광수 권소현 김혜준 김재화 박옥출 남다름 정영숙 이학주 한태린 김건우 오자훈 나철 김병철 전승재 김경환 박민준 나현민 윤돈선 정서인 정윤하 이두열 어성욱 김태훈 김준혁 장영 이건구 정용락 유현 안용우 윤기현 조제웅 이창윤 정용태 이상욱 안성봉 김동현 김왕도 오재세 박민지 황여진 김명희 이순화 이주미 송경아 전은미 권정숙 이경태 최지명 권오철 최민혁 김귀례 정우근 장광 김홍파 고창석,차승원,김성균,이광수,권소현,김혜준,,,,,
인질,필감성,2021-8-18,1288,15585230870,1638437,3252498560,373813,액션,15세이상관람가,20192194,황정민 김재범 이유미 류경수 정재원 이규원 이호정 조경현 신현종 백주희 한규원 지남혁 류성현 김재철 임형태 강덕중 김주희 임철수 윤상화 김정민 이형길 김보경 한성관 허남준 김필 최현도 최원 정근 이용재 우원규 이문석 고민지 이상근 이창인 정병두 한영균 윤홍빈 장세원 오재세 최필상 강민재 조호천 안구희 우광제 정상균 한훈 김시원 김진솔 은정완 오주환 장원경 노은하 정준현 신재영 강충훈 김형기 박지윤 박혜영 전혜원 박성웅 박경림 류승범 유해진 이성민 전도연 주지훈,황정민,김재범,이유미,류경수,정재원,,,,,
보이스,"김선,김곡",2021-9-15,1296,14025546720,1426357,2973358110,303001,범죄,15세이상관람가,20190815,변요한 김무열 김희원 박명훈 이주영 조재윤 이규성 이운산 옥자연 윤종석 성도현 조현식 윤병희 김가영 홍경 문동혁 라민 류성현 윤슬 홍승일 윤대열 윤영균 조준 윤봉길 강득종 양지수 김장원 윤정로 이지현 김민식 이강녕 유정호 조용근 김상묵 김희상 고윤안 안진영 박찬국 주명철 유영섭 이근후 이동용 최재훈 박지훈 노재훈 이병희 서덕인 정영기 김건 정현주 임요한 김연교 백우영 박지영 정현재 박진아 김태향 심소영 박광재 남태우 이성민 신동훈 문정대 김근영 최홍락 원진호 곽기훈 이시후 이정섭 황재하 이영희 정혜경 안진영 김완수 최지연 지한별 서지호 김현수 원진아 최병모 손종학 민성욱 손병호 기주봉 차순배 박진수,변요한,김무열,김희원,박명훈,이주영,,,,,
발신제한,김창주,2021-6-23,1010,9085727540,952387,1676960270,175048,스릴러,15세이상관람가,20192696,조우진 이재인 진경 김지호 지창욱 류승수 김태율 전석호 정애연 이설 정인기 남명렬 박영서 조인우 이주한 최유송 전광진 김봉만 배천수 김성수,조우진,이재인,진경,김지호,지창욱,,,,,
유체이탈자,윤재근,2021-11-24,1215,7890916790,810623,1856060630,189435,판타지,15세이상관람가,20196264,윤계상 박용우 임지연 박지환 유승목 이성욱 홍기준 서현우 이운산 주진모 김민경 차혜림 정윤하 곽진석 김차이 김영성 천영암 박광재 권혁범 우강민 이홍내 김윤배 이호연 유성주 박유밀 윤기창 윤대열 현봉식 박인규 황재선 김승비 서세흥 백도겸 허동원 조아라 최동구 김현동 손화영 이학렬 황유현 김승필 이태영 김선간 이동민 정우영 신동호 강지구 김경로 김양원 서영재 양재훈 한시원 편한셈 최정현 김기태 소윤호 임동민 최현종 공병준 김선우 김세희 김이슬 고민지 강은수 강소연 배유리 박민정 신가인 임지영 제승현 전민아 전예지 정태인 정일화 최호정 김도준 박상혁 안성봉 오민준 조승범 김혜선 김채영 권세희 백한영 서유림 최수연 한희림 강정훈 김병규 김성엽 김민성 김찬욱 김진솔 박준영 안구희 안시율 이동기 이태연 임현욱 조승원 이하주 한나나 손주아 신보희 주혜지 안스완 이송희 김우유 이다원 채비니 신나라 이윤민 정주섭 임재혁 이서경 조선우 한지훈 오유빈 이하주 오하늬 채정은 심채원 한리나 배광표 김대성 정기호 윤재근 최시형,윤계상,박용우,임지연,박지환,유승목,,,,,
기적,이장훈,2021-9-15,1198,6630962710,715434,1524679140,173897,드라마,12세이상관람가,20200474,박정민 이성민 임윤아 이수경 김강훈 정문성 김동현 이동용 유순웅 김자영 심순영 박인혜 안태린 고현철 유병선 심소영 조연희 정혜경 유승목 박철민 송재룡 오경화 손성찬 김비비 최종윤 오치운 박선아 배기범 천신남 송경화 김준희 이상철 박찬별 이연선 박소을 최규철 김동철 노은하 고창석 허준석,박정민,이성민,임윤아,이수경,김강훈,,,,,
연애 빠진 로맨스,정가영,2021-11-24,967,6119334000,602890,1833597480,179833,멜로/로맨스,15세이상관람가,20205986,전종서 손석구 공민정 김슬기 배유람 김재화 임성재 임선우 김영옥 김광규 이학주 백재우 손석구 민성욱 고은민 장서경 김형준 장의수 김미화 어성욱 김지훈 박종환 이혜준 황대웅 김봉희 최청자 황복순 박인지 정하진 정준환 채영은 이동현 오은지 노희국 김다영 오상림 박세이 강문봉 남희정 채일 김형남,전종서,손석구,공민정,김슬기,배유람,,,,,
장르만 로맨스,조은지,2021-11-17,1193,5185385940,517899,1312343430,130683,드라마,15세이상관람가,20191243,류승룡 오나라 김희원 이유영 성유빈 무진성 오정세 박형수 김귀선 최희진 정수지 김범수 류현경 남태우 이강녕 임성미 김한나 민구경 문정대 곽민규 지웅배 손성찬 서명찬 송지혁 이재열 오우리 박서유 정건영 김시원 정영섭 이두익 정윤하 이한솔 신연우 은상욱 김형균 임효우 김솔비 김진옥 조이찬 박정숙 전은미 이건행 강슬기 박경현 지혜영 진시원 조승범 유아름 김현정 원일 박복만 배유리 이린하 박지율 김도연,류승룡,오나라,김희원,이유영,성유빈,,,,,
미션 파서블,김형주,2021-2-17,930,4064099600,447048,724519180,80615,코미디,15세이상관람가,20199541,김영광 이선빈 오대환 서현철 최병모 김태훈 양범 류주한 줄리엔 강 이상홍 이지훈 박지연 박진수 최태환 노영학 나광훈 신혜정 신기환 박광재 정창현 김승현 한갑수 최종남 이주원 김민주 이필라 고다연 민채연 신재민 유주원 고우서 황상경 진우진 문서준 이도겸 정나연 박세원 김동운 전찬웅 고상현 김승준 전시완 송지민 김원중 김철구 주창욱 신세영 박현선 최민혁 서정훈 금종택 전종석 문광식 김재명 이수봉 이상민 이용희 권오철 이동민 이준 금종택 조민교 문광식 김용훈 이명규 윤민규 노성후 서장석 유인선 김경근 박태연 최용성 서은경 박태후 김월선 김병만 최제헌 김병오 서병덕 정미경 박서진 주재훈 홍현종 편한마음 송현주 김이루 김가은 전보람 김지형 김창현 김홍수 노원석 문성철 방수윤 서정화 안재국 양지연 윤주호 임진주 황정민 홍석천 장원영 김호영 장세아,김영광,이선빈,오대환,서현철,최병모,,,,,
비와 당신의 이야기,조진모,2021-4-28,957,3634766350,398580,1147542800,128739,드라마,전체관람가,20193068,강하늘 천우희 이설 이양희 이항나 강영석 고우림 최명빈 원지우 고건한 이윤우 우정원 류혜린 이태영 강영일 박재한 박세현 홍하나임 송영하 우수빈 강후재 조지현 김태순 강이안 이서연 이민영 이은석 이가영 옥주리 유승신 김선민 지혜나 이유정 김민서 고경민 황도윤 강소라 임주환 김성균 황은수 조진모 박진수,강하늘,천우희,이설,이양희,이항나,,,,,
서복,이용주,2021-4-15,1382,3627302450,385284,988210650,104995,드라마,15세이상관람가,20183003,공유 박보검 조우진 박병은 장영남 김재건 연제욱 김홍파 이언정 나광훈 박지훈 이범훈 성일 김리우 김건 정미남 최희원 김규도 차지원 백도겸 김호진 박지해 윤기창 박상훈 이상경 성도현 선인호 한지현 김채윤 장명길 윤형식 이선주 김용준 윤상훈 정연주 채연정 조연호 윤희철 이은희 조성재 정영섭 박건률 조진걸 박성용 신이준 백인성 권훈 이민우 전은화 양희우 조민국 이요성 이은효 강이안 유진 임재민 진가민 강은수 한명철 이현일 이성용 이지은 최운경 박근완 김관수 김태환 진시원 한지훈 박제혁 조승범 박정숙 유재상 박경용 김상동 김기정 김남규 김선혁 박도영 배건하 한승윤 김계형 김도현,공유,박보검,조우진,박병은,장영남,,,,,
강릉,윤영빈,2021-11-10,760,3169917770,306315,558045270,53061,범죄,청소년관람불가,20203286,유오성 장혁 박성근 오대환 김준배 이현균 신승환 최기섭 김세준 조현식 송영규 박정학 이채영 한선화 김병춘 배미자 유현수 지찬 전인혁 박재한 우상기 신유람 선율우 우혁 서재필 고윤빈 김누림 이진성 이건구 강나영 문하은 함건수 김민석 홍도성 장민기 박태산 김림후 오윤수 정진우 원필호 하정민 추상민 전희련 이도훈 박민현 유용국 김득겸 남강민 강정우 박준혁 전재홍 박경훈 김동준 이환의 김현빈 정재훈 윤동주 손교성 천석현 김민하 한동훈 박선혜 강성하 고건우 김한 염한성 김정섭 오명훈 김보성 곽장륜 최가인 이지영 한나나 이민영 오영철 공라희 지나경 김진환 유동현 엄태성 오성현 박준호 정현지 연수,유오성,장혁,박성근,오대환,김준배,,,,,
내일의 기억,서유민,2021-4-21,957,3026073660,332993,704155150,78912,미스터리,15세이상관람가,20194501,김강우 서예지 성혁 박상욱 배유람 김종구 배제기 박봄 공유림 김강훈 김욱 정기섭 안민영 김아람 송경의 최수정 이장유 송창규 김성준 박재한 이상홍 성재현 이태영 김지혜 심상민 염혜란 김주령,김강우,서예지,성혁,박상욱,배유람,,,,,